Metadata_broad_sample,Metadata_moa
BRD-K01621533-001-01-1,glucosidase inhibitor
BRD-K01663662-003-20-2,acetylcholine receptor agonist
BRD-K01674964-300-06-3,histamine receptor agonist
BRD-K01815685-001-15-5,"aryl hydrocarbon receptor agonist|indoleamine 2,3-dioxygenase inhibitor"
BRD-K01824921-001-18-5,adenosine receptor antagonist
BRD-K02113016-001-15-4,PARP inhibitor
BRD-K02265150-001-26-5,norepinephrine reputake inhibitor
BRD-K02292852-001-02-1,bacterial cell wall synthesis inhibitor
BRD-K02079473-001-01-3,histamine receptor antagonist
BRD-K02123250-001-06-7,tyrosine kinase inhibitor
BRD-K02314383-001-01-3,androgen receptor agonist
BRD-A02367930-001-04-5,estrogen receptor agonist|estrogenic component in oral contraceptives
BRD-K02501528-001-01-1,glutamate receptor modulator
BRD-K02867583-300-08-9,serotonin reuptake inhibitor
BRD-K02389548-001-02-5,HDAC inhibitor
BRD-K02404261-001-16-7,adenosine receptor antagonist|phosphodiesterase inhibitor
BRD-K02637541-001-18-0,cyclooxygenase inhibitor
BRD-K02900412-001-11-3,protein synthesis inhibitor
BRD-K02943813-001-01-9,HCV inhibitor
BRD-A02990301-003-06-6,adrenergic receptor agonist
BRD-A03061970-003-07-3,dopamine receptor antagonist
BRD-K03194791-001-04-8,phosphodiesterase inhibitor
BRD-K02950022-001-02-9,gamma secretase inhibitor
BRD-K02992638-001-11-8,nucleoside reverse transcriptase inhibitor
BRD-K03095347-001-06-1,calcium sensitizer
BRD-K05658747-001-02-9,HIV integrase inhibitor
BRD-A03249105-001-01-9,estrogen receptor antagonist
BRD-K03816923-001-05-4,NA
BRD-K03390685-001-01-7,MEK inhibitor
BRD-A03216249-003-24-3,potassium channel blocker|sodium channel blocker
BRD-K03289534-001-01-4,non-nucleoside reverse transcriptase inhibitor
BRD-K03384561-001-02-7,angiogenesis inhibitor|TNF production inhibitor
BRD-K03449891-001-08-6,VEGFR inhibitor
BRD-K37289225-001-36-4,dopamine receptor antagonist|serotonin receptor antagonist
BRD-K37385792-003-02-1,vasopressin receptor antagonist
BRD-K37561857-001-15-5,phosphodiesterase inhibitor
BRD-K37355418-236-01-6,haemoglobin oxygen release stimulant
BRD-K38744518-001-01-7,apoptosis stimulant|NFkB pathway inhibitor
BRD-K37590257-001-02-8,phosphodiesterase inhibitor
BRD-A37780065-001-04-5,glucocorticoid receptor agonist
BRD-K37872686-003-01-9,platelet aggregation inhibitor|structural glycoprotein antagonist
BRD-A37959677-001-04-5,estrogen receptor agonist|estrogenic hormone
BRD-K37846922-001-09-4,"CHK inhibitor|cytochrome P450 activator|indoleamine 2,3-dioxygenase inhibitor"
BRD-K37890730-001-15-1,topoisomerase inhibitor
BRD-K37991163-003-13-4,selective serotonin reuptake inhibitor (SSRI)
BRD-K38183498-001-02-0,GABA benzodiazepine site receptor agonist
BRD-K38436528-003-26-1,norepinephrine reputake inhibitor|serotonin reuptake inhibitor
BRD-A67373739-001-02-2,NA
BRD-K38868394-001-01-3,androgen receptor modulator
BRD-K39339537-001-21-0,cyclooxygenase inhibitor
BRD-K38473998-001-02-0,phosphodiesterase inhibitor
BRD-K39252998-003-01-5,adrenergic receptor antagonist
BRD-M39350793-334-01-1,adrenergic receptor antagonist
BRD-K39974922-001-04-3,FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-K40227168-001-12-9,adrenergic receptor antagonist
BRD-K40758068-001-08-2,HIV protease inhibitor
BRD-A40084411-003-07-7,adrenergic receptor agonist
BRD-A40639672-234-18-0,cyclooxygenase inhibitor
BRD-K40738845-001-05-0,AXL kinase inhibitor|c-Met inhibitor|FLT3 inhibitor|hepatocyte growth factor receptor inhibitor|macrophage inhibitor|tyrosine kinase inhibitor
BRD-A40787240-066-04-6,bacterial DNA gyrase inhibitor
BRD-K41185545-001-02-3,endothelin receptor antagonist
BRD-K41260949-236-16-8,GABA receptor agonist
BRD-K41434598-003-01-9,adrenergic receptor antagonist
BRD-A41451487-001-11-2,benzodiazepine receptor antagonist
BRD-K41213548-001-02-0,HSP inhibitor
BRD-K41410256-304-02-2,cyclooxygenase inhibitor
BRD-K41524689-001-23-5,cyclooxygenase inhibitor
BRD-K41783120-001-02-8,interleukin synthesis inhibitor
BRD-K42352790-001-05-3,cannabinoid receptor agonist
BRD-K42495768-001-01-7,apoptosis stimulant
BRD-K42098891-003-20-5,tricyclic antidepressant
BRD-K42348709-003-13-1,adrenergic receptor agonist|serotonin receptor agonist
BRD-K42417338-045-01-9,opioid receptor agonist|opioid receptor antagonist
BRD-K42679050-001-02-1,potassium channel activator
BRD-K42948882-305-01-1,CC chemokine receptor antagonist
BRD-K43002771-034-01-6,calcium channel blocker
BRD-K43164539-001-11-5,bile acid
BRD-K43457670-001-27-8,carbonic anhydrase inhibitor
BRD-K42981054-001-01-9,glutamate receptor modulator
BRD-A43082555-001-01-1,cyclooxygenase inhibitor|prostanoid receptor antagonist
BRD-K43410529-001-02-3,RAF inhibitor
BRD-K43578482-001-01-4,focal adhesion kinase inhibitor
BRD-K43887077-003-26-3,dopamine receptor agonist
BRD-A44090213-001-25-6,cyclooxygenase inhibitor|prostanoid receptor antagonist
BRD-K44309363-003-02-1,calmodulin antagonist
BRD-A43882281-001-15-5,ATP channel activator|potassium channel activator
BRD-K43966364-237-04-8,bacterial cell wall synthesis inhibitor
BRD-K44273375-001-25-0,fungal squalene epoxidase inhibitor
BRD-K44353683-001-08-3,insulin secretagogue
BRD-A61676498-001-06-6,enzyme inducer
BRD-K55966568-001-05-4,FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-A56085258-001-01-8,RAF inhibitor
BRD-A55962179-001-22-1,ATPase inhibitor
BRD-K56032964-001-02-1,ALK tyrosine kinase receptor inhibitor
BRD-K56558538-003-11-9,sodium channel blocker
BRD-A56592690-001-04-3,thioredoxin inhibitor
BRD-K56751279-300-01-4,rho associated kinase inhibitor
BRD-K57252450-001-02-5,integrin antagonist
BRD-K56614220-001-19-0,GK0582 inhibitor
BRD-K57222227-001-30-1,cyclooxygenase inhibitor
BRD-K57371763-001-01-7,RNA polymerase inhibitor
BRD-A57382968-001-29-0,cyclooxygenase inhibitor
BRD-K58211978-001-01-5,bacterial 50S ribosomal subunit inhibitor
BRD-K58486055-001-02-7,CC chemokine receptor antagonist
BRD-K58501140-002-01-0,insulin secretagogue
BRD-A59174698-003-18-5,adrenergic receptor agonist
BRD-K58435339-001-03-0,HSP antagonist
BRD-K59058766-003-21-9,dopamine receptor antagonist
BRD-K59197931-001-04-5,cyclooxygenase inhibitor
BRD-K59227464-334-02-4,p38 MAPK inhibitor
BRD-K59524082-001-01-3,cytomegalovirus inhibitor|protein kinase inhibitor
BRD-K60341624-001-02-2,"Glucose-Dependent Insulinotropic Receptor (GDIR, GPR119) Agonists"
BRD-K59506194-015-04-9,nitric oxide synthase inhibitor
BRD-K59573506-001-01-8,androgen receptor antagonist
BRD-K59574735-001-11-8,leukotriene inhibitor
BRD-K60585088-001-01-5,vitamin D receptor agonist
BRD-K60866521-001-07-1,PI3K inhibitor
BRD-A55393291-001-09-9,androgen receptor agonist
BRD-A56371469-001-03-3,isocitrate dehydrogenase inhibitor
BRD-K56851771-001-06-8,androgen receptor antagonist
BRD-K60997853-001-02-3,CDK inhibitor|growth factor receptor inhibitor
BRD-K55512740-001-01-6,c-Met inhibitor
BRD-K57764956-001-02-8,dopamine receptor antagonist
BRD-A58955223-001-03-8,anticancer agent|aryl hydrocarbon receptor antagonist
BRD-K37764012-001-04-1,p21 activated kinase inhibitor
BRD-K38287497-001-01-2,HCV inhibitor
BRD-K59325863-001-02-8,proteasome inhibitor
BRD-K37714784-305-02-1,dopamine receptor agonist
BRD-K61036791-001-01-6,tyrosinase inhibitor
BRD-A38350138-001-04-9,sterol demethylase inhibitor
BRD-K37687095-001-06-9,MEK inhibitor
BRD-K38197229-001-29-9,solute carrier family member inhibitor
BRD-A39390670-236-10-7,ATPase inhibitor|gastrin inhibitor
BRD-K39503511-001-03-9,leukotriene inhibitor
BRD-K37694030-003-12-7,histamine receptor antagonist
BRD-A38218502-001-01-2,immunostimulant
BRD-A39415247-001-10-4,progesterone receptor agonist
BRD-A39935389-001-05-9,DNA inhibitor
BRD-K40797222-001-01-8,dihydroorotate dehydrogenase inhibitor
BRD-K41160163-001-06-8,glutamate receptor antagonist
BRD-K41708980-001-01-6,glucocorticoid receptor agonist|immunosuppressant
BRD-K41170226-001-13-8,biliverdin reductase A activator|G protein-coupled receptor agonist
BRD-K40870905-001-01-7,integrin antagonist
BRD-K41599323-001-02-3,farnesyltransferase inhibitor
BRD-K41731458-001-15-1,enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor
